,updateDate,code,code_name
251,2023-03-20,sh.688256,寒武纪
252,2023-03-20,sh.688289,圣湘生物
253,2023-03-20,sh.688301,奕瑞科技
254,2023-03-20,sh.688385,复旦微电
255,2023-03-20,sh.688390,固德威
256,2023-03-20,sh.688521,芯原股份
257,2023-03-20,sh.688538,和辉光电
258,2023-03-20,sh.688567,孚能科技
259,2023-03-20,sh.688690,纳微科技
260,2023-03-20,sh.688772,珠海冠宇
261,2023-03-20,sh.688777,中控技术
262,2023-03-20,sh.688779,长远锂科
263,2023-03-20,sh.688819,天能股份
264,2023-03-20,sh.689009,九号公司
265,2023-03-20,sz.000009,中国宝安
266,2023-03-20,sz.000012,南玻A
267,2023-03-20,sz.000021,深科技
268,2023-03-20,sz.000027,深圳能源
269,2023-03-20,sz.000031,大悦城
270,2023-03-20,sz.000039,中集集团
271,2023-03-20,sz.000050,深天马A
272,2023-03-20,sz.000060,中金岭南
273,2023-03-20,sz.000062,深圳华强
274,2023-03-20,sz.000089,深圳机场
275,2023-03-20,sz.000155,川能动力
276,2023-03-20,sz.000156,华数传媒
277,2023-03-20,sz.000400,许继电气
278,2023-03-20,sz.000401,冀东水泥
279,2023-03-20,sz.000402,金融街
280,2023-03-20,sz.000415,渤海租赁
281,2023-03-20,sz.000513,丽珠集团
282,2023-03-20,sz.000519,中兵红箭
283,2023-03-20,sz.000537,广宇发展
284,2023-03-20,sz.000540,中天金融
285,2023-03-20,sz.000547,航天发展
286,2023-03-20,sz.000553,安道麦A
287,2023-03-20,sz.000559,万向钱潮
288,2023-03-20,sz.000563,陕国投A
289,2023-03-20,sz.000581,威孚高科
290,2023-03-20,sz.000591,太阳能
291,2023-03-20,sz.000598,兴蓉环境
292,2023-03-20,sz.000623,吉林敖东
293,2023-03-20,sz.000629,钒钛股份
294,2023-03-20,sz.000630,铜陵有色
295,2023-03-20,sz.000636,风华高科
296,2023-03-20,sz.000656,金科股份
297,2023-03-20,sz.000683,远兴能源
298,2023-03-20,sz.000703,恒逸石化
299,2023-03-20,sz.000709,河钢股份
300,2023-03-20,sz.000728,国元证券
301,2023-03-20,sz.000729,燕京啤酒
302,2023-03-20,sz.000738,航发控制
303,2023-03-20,sz.000739,普洛药业
304,2023-03-20,sz.000750,国海证券
305,2023-03-20,sz.000778,新兴铸管
306,2023-03-20,sz.000783,长江证券
307,2023-03-20,sz.000785,居然之家
308,2023-03-20,sz.000807,云铝股份
309,2023-03-20,sz.000825,太钢不锈
310,2023-03-20,sz.000830,鲁西化工
311,2023-03-20,sz.000831,中国稀土
312,2023-03-20,sz.000869,张裕A
313,2023-03-20,sz.000878,云南铜业
314,2023-03-20,sz.000883,湖北能源
315,2023-03-20,sz.000887,中鼎股份
316,2023-03-20,sz.000898,鞍钢股份
317,2023-03-20,sz.000930,中粮科技
318,2023-03-20,sz.000932,华菱钢铁
319,2023-03-20,sz.000937,冀中能源
320,2023-03-20,sz.000959,首钢股份
321,2023-03-20,sz.000960,锡业股份
322,2023-03-20,sz.000961,中南建设
323,2023-03-20,sz.000967,盈峰环境
324,2023-03-20,sz.000970,中科三环
325,2023-03-20,sz.000975,银泰黄金
326,2023-03-20,sz.000987,越秀资本
327,2023-03-20,sz.000988,华工科技
328,2023-03-20,sz.000990,诚志股份
329,2023-03-20,sz.000997,新大陆
330,2023-03-20,sz.000998,隆平高科
331,2023-03-20,sz.000999,华润三九
332,2023-03-20,sz.001203,大中矿业
333,2023-03-20,sz.001227,兰州银行
334,2023-03-20,sz.001872,招商港口
335,2023-03-20,sz.001914,招商积余
336,2023-03-20,sz.002002,鸿达兴业
337,2023-03-20,sz.002010,传化智联
338,2023-03-20,sz.002019,亿帆医药
339,2023-03-20,sz.002025,航天电器
340,2023-03-20,sz.002028,思源电气
341,2023-03-20,sz.002030,达安基因
342,2023-03-20,sz.002048,宁波华翔
343,2023-03-20,sz.002056,横店东磁
344,2023-03-20,sz.002065,东华软件
345,2023-03-20,sz.002078,太阳纸业
346,2023-03-20,sz.002080,中材科技
347,2023-03-20,sz.002081,金螳螂
348,2023-03-20,sz.002092,中泰化学
349,2023-03-20,sz.002110,三钢闽光
350,2023-03-20,sz.002124,天邦食品
351,2023-03-20,sz.002127,南极电商
352,2023-03-20,sz.002128,电投能源
353,2023-03-20,sz.002131,利欧股份
354,2023-03-20,sz.002138,顺络电子
355,2023-03-20,sz.002146,荣盛发展
356,2023-03-20,sz.002152,广电运通
357,2023-03-20,sz.002153,石基信息
358,2023-03-20,sz.002155,湖南黄金
359,2023-03-20,sz.002156,通富微电
360,2023-03-20,sz.002183,怡亚通
361,2023-03-20,sz.002185,华天科技
362,2023-03-20,sz.002191,劲嘉股份
363,2023-03-20,sz.002192,融捷股份
364,2023-03-20,sz.002195,二三四五
365,2023-03-20,sz.002203,海亮股份
366,2023-03-20,sz.002212,天融信
367,2023-03-20,sz.002221,东华能源
368,2023-03-20,sz.002223,鱼跃医疗
369,2023-03-20,sz.002242,九阳股份
370,2023-03-20,sz.002244,滨江集团
371,2023-03-20,sz.002249,大洋电机
372,2023-03-20,sz.002250,联化科技
373,2023-03-20,sz.002266,浙富控股
374,2023-03-20,sz.002268,电科网安
375,2023-03-20,sz.002273,水晶光电
376,2023-03-20,sz.002281,光迅科技
377,2023-03-20,sz.002294,信立泰
378,2023-03-20,sz.002299,圣农发展
379,2023-03-20,sz.002326,永太科技
380,2023-03-20,sz.002340,格林美
381,2023-03-20,sz.002353,杰瑞股份
382,2023-03-20,sz.002368,太极股份
383,2023-03-20,sz.002372,伟星新材
384,2023-03-20,sz.002373,千方科技
385,2023-03-20,sz.002384,东山精密
386,2023-03-20,sz.002385,大北农
387,2023-03-20,sz.002396,星网锐捷
388,2023-03-20,sz.002399,海普瑞
389,2023-03-20,sz.002407,多氟多
390,2023-03-20,sz.002408,齐翔腾达
391,2023-03-20,sz.002409,雅克科技
392,2023-03-20,sz.002416,爱施德
393,2023-03-20,sz.002422,科伦药业
394,2023-03-20,sz.002423,中粮资本
395,2023-03-20,sz.002429,兆驰股份
396,2023-03-20,sz.002430,杭氧股份
397,2023-03-20,sz.002434,万里扬
398,2023-03-20,sz.002439,启明星辰
399,2023-03-20,sz.002444,巨星科技
400,2023-03-20,sz.002465,海格通信
401,2023-03-20,sz.002468,申通快递
402,2023-03-20,sz.002497,雅化集团
403,2023-03-20,sz.002500,山西证券
404,2023-03-20,sz.002505,鹏都农牧
405,2023-03-20,sz.002506,协鑫集成
406,2023-03-20,sz.002507,涪陵榨菜
407,2023-03-20,sz.002508,老板电器
408,2023-03-20,sz.002511,中顺洁柔
409,2023-03-20,sz.002531,天顺风能
410,2023-03-20,sz.002532,天山铝业
411,2023-03-20,sz.002557,洽洽食品
412,2023-03-20,sz.002563,森马服饰
413,2023-03-20,sz.002568,百润股份
414,2023-03-20,sz.002572,索菲亚
415,2023-03-20,sz.002595,豪迈科技
416,2023-03-20,sz.002603,以岭药业
417,2023-03-20,sz.002624,完美世界
418,2023-03-20,sz.002625,光启技术
419,2023-03-20,sz.002653,海思科
420,2023-03-20,sz.002670,国盛金控
421,2023-03-20,sz.002673,西部证券
422,2023-03-20,sz.002683,广东宏大
423,2023-03-20,sz.002690,美亚光电
424,2023-03-20,sz.002701,奥瑞金
425,2023-03-20,sz.002705,新宝股份
426,2023-03-20,sz.002738,中矿资源
427,2023-03-20,sz.002739,万达电影
428,2023-03-20,sz.002745,木林森
429,2023-03-20,sz.002797,第一创业
430,2023-03-20,sz.002831,裕同科技
431,2023-03-20,sz.002850,科达利
432,2023-03-20,sz.002867,周大生
433,2023-03-20,sz.002901,大博医疗
434,2023-03-20,sz.002925,盈趣科技
435,2023-03-20,sz.002926,华西证券
436,2023-03-20,sz.002936,郑州银行
437,2023-03-20,sz.002939,长城证券
438,2023-03-20,sz.002945,华林证券
439,2023-03-20,sz.002948,青岛银行
440,2023-03-20,sz.002958,青农商行
441,2023-03-20,sz.002966,苏州银行
442,2023-03-20,sz.002985,北摩高科
443,2023-03-20,sz.003035,南网能源
444,2023-03-20,sz.300001,特锐德
445,2023-03-20,sz.300003,乐普医疗
446,2023-03-20,sz.300009,安科生物
447,2023-03-20,sz.300012,华测检测
448,2023-03-20,sz.300017,网宿科技
449,2023-03-20,sz.300024,机器人
450,2023-03-20,sz.300026,红日药业
451,2023-03-20,sz.300037,新宙邦
452,2023-03-20,sz.300058,蓝色光标
453,2023-03-20,sz.300070,碧水源
454,2023-03-20,sz.300072,海新能科
455,2023-03-20,sz.300073,当升科技
456,2023-03-20,sz.300088,长信科技
457,2023-03-20,sz.300115,长盈精密
458,2023-03-20,sz.300136,信维通信
459,2023-03-20,sz.300144,宋城演艺
460,2023-03-20,sz.300146,汤臣倍健
461,2023-03-20,sz.300168,万达信息
462,2023-03-20,sz.300182,捷成股份
463,2023-03-20,sz.300212,易华录
464,2023-03-20,sz.300244,迪安诊断
465,2023-03-20,sz.300251,光线传媒
466,2023-03-20,sz.300253,卫宁健康
467,2023-03-20,sz.300257,开山股份
468,2023-03-20,sz.300285,国瓷材料
469,2023-03-20,sz.300296,利亚德
470,2023-03-20,sz.300308,中际旭创
471,2023-03-20,sz.300357,我武生物
472,2023-03-20,sz.300363,博腾股份
473,2023-03-20,sz.300373,扬杰科技
474,2023-03-20,sz.300376,易事特
475,2023-03-20,sz.300383,光环新网
476,2023-03-20,sz.300390,天华超净
477,2023-03-20,sz.300418,昆仑万维
478,2023-03-20,sz.300463,迈克生物
479,2023-03-20,sz.300474,景嘉微
480,2023-03-20,sz.300482,万孚生物
481,2023-03-20,sz.300558,贝达药业
482,2023-03-20,sz.300568,星源材质
483,2023-03-20,sz.300604,长川科技
484,2023-03-20,sz.300618,寒锐钴业
485,2023-03-20,sz.300630,普利制药
486,2023-03-20,sz.300676,华大基因
487,2023-03-20,sz.300677,英科医疗
488,2023-03-20,sz.300682,朗新科技
489,2023-03-20,sz.300699,光威复材
490,2023-03-20,sz.300724,捷佳伟创
491,2023-03-20,sz.300741,华宝股份
492,2023-03-20,sz.300776,帝尔激光
493,2023-03-20,sz.300832,新产业
494,2023-03-20,sz.300850,新强联
495,2023-03-20,sz.300861,美畅股份
496,2023-03-20,sz.300866,安克创新
497,2023-03-20,sz.300869,康泰医学
498,2023-03-20,sz.300888,稳健医疗
499,2023-03-20,sz.301029,怡合达
